numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrRev,NetRev,TipoServicio,Piezas
33835336,LAX,LIM,USA,Peru,NA_USA_West,SA_Peru,LAX,MEX,LAX-MEX-LIM,1,CARGA GENERAL,LAX,LAN AIRLINES S.A.,AB DIGITAL PHOTO,M7,6875,C,05-11-12 0:00,05-11-12 5:01,30-11-12 0:00,7,9715327,5750172.45,Standard,1
33837786,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,DEL MAR INTERNATIONAL,DEL MAR INTERNATIONAL,LA,501,P,07-11-12 0:00,07-11-12 20:25,01-12-12 0:00,167,0,0,Pos FS,15
34047156,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,LIM,MIA-LIM-GYE,97,CONSOLIDADO,MIA,COR CORPORATION,COR CORPORATION,UC,1401,C,01-11-12 0:00,01-11-12 15:27,02-12-12 0:00,868,1513.05,1513.05,only Cargo,13
34059734,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA-EZE,1,CARGA GENERAL,MIA,AMERICAN FREIGHT INTERNATIONAL INC,AMERICAN,4M,4521,P,01-11-12 0:00,01-11-12 20:45,03-12-12 0:00,139,362.79,784.49,Only Pax,1
34061580,RDU,SCL,USA,Chile,NA_USA_SouthEast,SA_Chile,RDU,MIA,RDU-MIA-SCL,517,OTROS DG,RDU,DEY AIRFREIGHT INC.,DET RDU,TLD,919,T,30-10-12 0:00,30-10-12 22:00,04-12-12 0:00,139,587.97,959.68,Standard,4
34091072,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,LA,2511,P,01-11-12 0:00,01-11-12 23:55,05-12-12 0:00,501,483,592.15,Only Pax,2
34091094,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,LA,2511,P,01-11-12 0:00,01-11-12 23:55,06-12-12 0:00,501,885,1014.25,Only Pax,3
34091105,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,LA,2511,P,06-11-12 0:00,06-11-12 23:55,07-12-12 0:00,501,207,302.35,Only Pax,2
34091116,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,LA,2511,P,06-11-12 0:00,06-11-12 23:55,08-12-12 0:00,501,48,143,Only Pax,1
34091761,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,1,CARGA GENERAL,JFK,M.E.M. CARGO FOREIGN SERVICES INC,M.E.M. CARGO FOREIGN SERVICES INC,TAN,1,T,06-11-12 0:00,07-11-12 3:00,09-12-12 0:00,651,0,0,only Cargo,20
34091772,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,M.E.M. CARGO FOREIGN SERVICES INC,REINOSO TRAVEL,TXX,1505,E,04-11-12 0:00,04-11-12 12:00,10-12-12 0:00,539,1102.9,1102.9,Standard,14
34091783,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA-GYE,1,CARGA GENERAL,JFK,M.E.M. CARGO FOREIGN SERVICES INC,M.E.M. CARGO FOREIGN SERVICES INC,UC,1105,C,04-11-12 0:00,04-11-12 17:30,11-12-12 0:00,501,0,0,only Cargo,12
34093393,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,97,CONSOLIDADO,MIA,RANGY ENTERPRISE INC,RANGY ENTERPRISE INC,UC,1201,C,07-11-12 0:00,06-11-12 22:00,12-12-12 0:00,22,0,0,only Cargo,1
34093404,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,97,CONSOLIDADO,MIA,RANGY ENTERPRISE INC,RANGY ENTERPRISE INC,UC,1201,C,07-11-12 0:00,06-11-12 22:00,13-12-12 0:00,24,0,0,only Cargo,1
34094432,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,MAO,MIA-MAO-LIM,517,OTROS DG,MIA,BEL BAC INTL INC.,BEL BAC INTL INC.,M3,8485,C,02-11-12 0:00,02-11-12 23:59,14-12-12 0:00,3,130,435,only Cargo,1
34094874,IAD,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,IAD,JFK,IAD-JFK-SCL,1,CARGA GENERAL,SPI,BITTNER SHIPPING INC,BITTNER SHIPPING INC,TPL,222,T,02-11-12 0:00,02-11-12 22:00,15-12-12 0:00,27,184.68,273.46,Only Pax,2
34098433,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,UC,1501,C,01-11-12 0:00,01-11-12 19:16,16-12-12 0:00,260,718200,1503.87,only Cargo,4
34098444,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,UC,1101,C,05-11-12 0:00,05-11-12 7:50,17-12-12 0:00,260,7119000,1570.04,only Cargo,4
34098455,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,EZE,MIA-EZE-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,UC,1103,C,06-11-12 0:00,06-11-12 11:17,18-12-12 0:00,501,0,0,only Cargo,5
34125173,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA-GYE,1,CARGA GENERAL,MIA,MABIM INTERNATIONAL INC,MABIM INTERNATIONAL INC,L7,1807,C,04-11-12 0:00,04-11-12 8:59,19-12-12 0:00,90,257.5,257.5,only Cargo,1
34125184,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,MABIM INTERNATIONAL INC,MABIM INTERNATIONAL INC,UC,1507,C,03-11-12 0:00,03-11-12 11:44,20-12-12 0:00,148,421.26,421.26,only Cargo,1
34126212,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,517,OTROS DG,MIA,ACD CARGO INC,ACD CARGO INC,UC,1401,C,01-11-12 0:00,01-11-12 15:27,21-12-12 0:00,855,2220.4,2385.4,Only Pax,2
34126971,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,LIM,JFK-LIM-SCL,518,CORREO,LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST,LA,2535,P,03-11-12 0:00,03-11-12 15:29,22-12-12 0:00,55,0,0,Standard,1
34127133,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,LA,531,P,01-11-12 0:00,02-11-12 2:18,23-12-12 0:00,252,0,0,Xps,1
34127166,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,LA,533,P,01-11-12 0:00,02-11-12 1:59,24-12-12 0:00,634,2219,2269.1,Only Pax,2
34127170,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS,LA,531,P,05-11-12 0:00,05-11-12 23:11,25-12-12 0:00,222,0,0,Standard,1
34127181,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,LA,531,P,01-11-12 0:00,02-11-12 2:18,26-12-12 0:00,252,0,0,Xps,1
34127192,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,GYE,JFK-GYE-LIM-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,XL,539,P,01-11-12 0:00,01-11-12 23:25,27-12-12 0:00,252,0,0,Xps,1
34127214,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST,LA,531,P,05-11-12 0:00,05-11-12 23:11,28-12-12 0:00,249,0,0,Standard,2
34127225,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,LIM,JFK-LIM-SCL,518,CORREO,LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POSDT,LA,2535,P,03-11-12 0:00,03-11-12 15:29,29-12-12 0:00,72,0,0,Standard,1
34128043,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,JJ,8081,P,08-11-12 0:00,08-11-12 0:00,30-12-12 0:00,55,0,0,Only Pax,4
34128054,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,JJ,8081,P,07-11-12 0:00,07-11-12 0:00,31-12-12 0:00,55,0,0,Only Pax,4
34128065,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,JJ,8081,P,06-11-12 0:00,06-11-12 0:00,01-01-13 0:00,57,0,0,Only Pax,4
34128076,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,MDF,JJ,8081,P,05-11-12 0:00,05-11-12 0:00,02-01-13 0:00,50,161.5,306.5,Only Pax,4
34128080,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,JJ,8081,P,04-11-12 0:00,04-11-12 0:00,03-01-13 0:00,92,310.08,533.28,Only Pax,8
34128091,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,JJ,8081,P,02-11-12 0:00,02-11-12 0:00,04-01-13 0:00,57,226.1,405.1,Only Pax,4
34128102,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,528,"IMPRESOS, DIARIOS Y REVISTAS",NYC,OCS AMERICA INC.,OCS AMERICA INC.,JJ,8081,P,01-11-12 0:00,01-11-12 0:00,05-01-13 0:00,55,278.85,674.6,Only Pax,12
34128124,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",NYC,OCS AMERICA INC.,OCS AMERICA INC.,LA,531,P,01-11-12 0:00,02-11-12 2:18,06-01-13 0:00,37,292.6,442.4,Only Pax,4
34128135,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,LA,533,P,05-11-12 0:00,05-11-12 20:01,07-01-13 0:00,13,79.68,171.48,Only Pax,1
34128146,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,LA,531,P,06-11-12 0:00,06-11-12 22:55,08-01-13 0:00,13,0,0,Only Pax,1
34128150,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,LA,531,P,07-11-12 0:00,07-11-12 22:55,09-01-13 0:00,13,0,0,Only Pax,1
34128522,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,519,COURIER,MIA,BRICKELL MAIL,BRICKELL MAIL,UC,1205,C,02-11-12 0:00,02-11-12 5:30,10-01-13 0:00,501,303.8,323.8,Xps,8
34128533,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,519,COURIER,MIA,BRICKELL MAIL,BRICKELL MAIL,RF,521,C,04-11-12 0:00,04-11-12 8:40,11-01-13 0:00,501,309.4,329.4,Xps,9
34128544,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,519,COURIER,MIA,BRICKELL MAIL,BRICKELL MAIL,UC,1201,C,07-11-12 0:00,06-11-12 22:00,12-01-13 0:00,501,0,0,Xps,20
34129454,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,ORD,MIA,ORD-MIA-GYE,519,COURIER,CHI,"DELGADO TRAVEL AGENCY, INC",DELGADO TRAVEL AGENCY INC,TPR,1,T,01-11-12 0:00,01-11-12 23:00,13-01-13 0:00,122,262.3,216.81,Only Pax,4
34129480,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,ORD,MIA,ORD-MIA-LIM-GYE,519,COURIER,CHI,"DELGADO TRAVEL AGENCY, INC",DELGADO,TPR,1,T,29-10-12 0:00,29-10-12 23:00,14-01-13 0:00,162,8540488,299.37,Standard,4
34129491,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,ORD,MIA,ORD-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER INC,TPR,1,T,05-11-12 0:00,06-11-12 0:00,15-01-13 0:00,191,0,0,only Cargo,6
34130342,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,503,P,06-11-12 0:00,06-11-12 21:30,16-01-13 0:00,1002,0,0,Xps,10
34130585,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,,,?,05-11-12 0:00,05-11-12 0:00,17-01-13 0:00,501,0,0,Xps,10
34130725,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,503,P,07-11-12 0:00,07-11-12 21:30,18-01-13 0:00,1503,0,0,Xps,10
34130935,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,2515,P,01-11-12 0:00,01-11-12 18:46,19-01-13 0:00,1500,1755.6,1820.6,Only Pax,1
34130946,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,2515,P,02-11-12 0:00,02-11-12 18:37,20-01-13 0:00,1500,2394,2459,Only Pax,2
34130983,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,501,P,01-11-12 0:00,01-11-12 21:22,21-01-13 0:00,1972,11104220,5898205.3,Only Pax,52
34130994,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,501,P,02-11-12 0:00,02-11-12 21:24,22-01-13 0:00,1002,4854.86,4904.86,Xps,45
34131005,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,503,P,02-11-12 0:00,02-11-12 22:27,23-01-13 0:00,501,2999.51,3049.51,Only Pax,1
34131031,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,569,P,05-11-12 0:00,05-11-12 7:09,24-01-13 0:00,1503,0,0,ALLOCATION LD,10
34131042,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA-EZE,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,4M,4521,P,05-11-12 0:00,05-11-12 19:45,25-01-13 0:00,1002,2626.4,2751.4,Xps,1
34131064,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,2515,P,03-11-12 0:00,03-11-12 18:39,26-01-13 0:00,2500,1590.3,1655.3,Only Pax,1
34131086,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,501,P,03-11-12 0:00,03-11-12 21:21,27-01-13 0:00,1.3448E+14,6892140,6942140,Only Pax,69
34131145,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,1,CARGA GENERAL,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,501,P,06-11-12 0:00,06-11-12 20:25,28-01-13 0:00,802,0,0,ALLOCATION LD,10
34131156,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,1,CARGA GENERAL,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,LA,501,P,07-11-12 0:00,07-11-12 20:25,29-01-13 0:00,800,0,0,ALLOCATION LD,10
34132873,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-LIM-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER INC,TAN,1,T,24-10-12 0:00,25-10-12 3:00,30-01-13 0:00,1099,4936500,2112.71,Standard,37
34132884,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-LIM-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER INC,TAN,1,T,25-10-12 0:00,26-10-12 3:00,31-01-13 0:00,1045,11296940,2010.64,Standard,35
34132895,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-LIM-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER INC,TAN,1,T,24-10-12 0:00,25-10-12 3:00,01-02-13 0:00,1007,10862780,1935.53,Standard,34
34132943,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER INC,TAN,1,T,03-11-12 0:00,04-11-12 3:00,02-02-13 0:00,1278,0,0,Standard,43
34132954,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO,TAN,1,T,05-11-12 0:00,06-11-12 3:00,03-02-13 0:00,873,0,0,Standard,29
34132965,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-LIM-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER ,TAN,1,T,02-11-12 0:00,03-11-12 3:00,04-02-13 0:00,164,7499999,316.12,Standard,6
34132976,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER ,TAN,1,T,03-11-12 0:00,04-11-12 3:00,05-02-13 0:00,294,0,0,Standard,13
34132980,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO,TAN,1,T,05-11-12 0:00,06-11-12 3:00,06-02-13 0:00,513,0,0,Standard,17
34133002,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO,TAN,1,T,05-11-12 0:00,06-11-12 3:00,07-02-13 0:00,850,0,0,Standard,28
34133013,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO COURIER,,,?,06-11-12 0:00,06-11-12 0:00,08-02-13 0:00,875,0,0,Standard,29
34133024,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO ,,,?,06-11-12 0:00,06-11-12 0:00,09-02-13 0:00,588,0,0,Standard,19
34133035,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,JFK,DELGADO COURIER INC,DELGADO ,,,?,06-11-12 0:00,06-11-12 0:00,10-02-13 0:00,306,0,0,Standard,10
34133046,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,GYE,JFK-GYE,1,CARGA GENERAL,JFK,DELGADO COURIER INC,DELGADO COURIER,XL,539,P,05-11-12 0:00,05-11-12 21:55,11-02-13 0:00,7,75,111.2,Xps,1
34133761,JFK,BOG,USA,Colombia,NA_USA_NewYork,SA_Colombia,JFK,MIA,JFK-MIA-BOG,519,COURIER,NYC,COSTAMAR EXPRESS INC,LOS DORADOS CARGO,TAN,1,T,29-10-12 0:00,30-10-12 3:00,12-02-13 0:00,4906,2203.2,9429.21,Standard,11
34133772,JFK,BOG,USA,Colombia,NA_USA_NewYork,SA_Colombia,JFK,MIA,JFK-MIA-BOG,519,COURIER,NYC,COSTAMAR EXPRESS INC,LOS DORADOS CARGO,TXX,1114,E,03-11-12 0:00,03-11-12 12:00,13-02-13 0:00,5382,2416.95,12353.3,Standard,12
34133805,JFK,BOG,USA,Colombia,NA_USA_NewYork,SA_Colombia,JFK,MIA,JFK-MIA-BOG,519,COURIER,NYC,COSTAMAR EXPRESS INC,COSTAMAR,,,?,03-11-12 0:00,03-11-12 0:00,14-02-13 0:00,1525,0,0,Standard,4
34133831,JFK,LIM,USA,Peru,NA_USA_NewYork,SA_Peru,JFK,MIA,JFK-MIA-LIM,519,COURIER,NYC,COSTAMAR EXPRESS INC,COSTAMAR,,,?,03-11-12 0:00,03-11-12 0:00,15-02-13 0:00,167,0,0,Standard,4
34133842,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,NYC,COSTAMAR EXPRESS INC,COSTAMAR,,,?,03-11-12 0:00,03-11-12 0:00,16-02-13 0:00,1498,0,0,Standard,36
34133853,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,NYC,COSTAMAR EXPRESS INC,COSTAMAR,,,?,03-11-12 0:00,03-11-12 0:00,17-02-13 0:00,890,0,0,Standard,22
34133864,JFK,BOG,USA,Colombia,NA_USA_NewYork,SA_Colombia,JFK,MIA,JFK-MIA-BOG,519,COURIER,NYC,COSTAMAR EXPRESS INC,COSTAMAR,,,?,03-11-12 0:00,03-11-12 0:00,18-02-13 0:00,947,0,0,Standard,2
34133875,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,MIA,JFK-MIA-GYE,519,COURIER,NYC,COSTAMAR EXPRESS INC,COSTAMAR,,,?,03-11-12 0:00,03-11-12 0:00,19-02-13 0:00,875,0,0,Standard,26
34134365,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,519,COURIER,MIA,TNT USA INC.,TNT USA INC.,LA,2519,P,05-11-12 0:00,05-11-12 1:39,20-02-13 0:00,45,130,195,Standard,5
34134450,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,519,COURIER,MIA,TNT USA INC.,TNT USA INC.,LA,2515,P,01-11-12 0:00,01-11-12 18:46,21-02-13 0:00,50,130,195,Xps,2
34134472,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,519,COURIER,MIA,TNT USA INC.,TNT USA INC.,UC,1501,C,01-11-12 0:00,01-11-12 19:16,22-02-13 0:00,251,248.9,546.6,Xps,8
34134483,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,EZE,MIA-EZE-SCL,519,COURIER,MIA,TNT USA INC.,TNT USA INC.,UC,1103,C,06-11-12 0:00,06-11-12 11:17,23-02-13 0:00,501,0,0,Xps,7
34134505,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,519,COURIER,MIA,TNT USA INC.,TNT USA INC.,RF,521,C,06-11-12 0:00,06-11-12 10:10,24-02-13 0:00,50,0,0,Xps,4
34134516,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,519,COURIER,MIA,TNT USA INC.,TNT USA INC.,LA,2515,P,07-11-12 0:00,07-11-12 17:40,25-02-13 0:00,50,0,0,Xps,4
34135426,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,GYE,JFK-GYE,519,COURIER,NYC,SUREXPRESS CARGO & COURIER,SUREXPRESS CARGO & COURIER,XL,539,P,31-10-12 0:00,01-11-12 2:41,26-02-13 0:00,3,75,105,Xps,1
34135430,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,GYE,JFK-GYE,519,COURIER,NYC,SUREXPRESS CARGO & COURIER,SUREXPRESS CARGO & COURIER,XL,539,P,04-11-12 0:00,04-11-12 22:00,27-02-13 0:00,3,75,105,Xps,1
